Sum of transaction_id,transaction_time,transaction_qty,Sum of unit_price,Sum of Total_bill,Year,Month,Day,Sum of product_id,store_location,Sum of store_id,Size,product_type,product_detail,product_category,Month Name,Sum of Month,Sum of Hour,Sum of Day of Week,Day Name
27232,1899-12-30 07:26:36,2,1,2,2023,February,18,63,Lower Manhattan,5,Not Defined,Regular syrup,Carmel syrup,Flavours,February,2,7,6,Saturday
27233,1899-12-30 07:26:36,1,4,4,2023,February,18,71,Lower Manhattan,5,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,7,6,Saturday
27234,1899-12-30 07:26:41,2,2,5,2023,February,18,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,February,2,7,6,Saturday
27235,1899-12-30 07:27:07,1,3,3,2023,February,18,51,Hell's Kitchen,8,Large,Brewed Black tea,Earl Grey,Tea,February,2,7,6,Saturday
27236,1899-12-30 07:27:07,1,9,9,2023,February,18,12,Hell's Kitchen,8,Not Defined,Herbal tea,Peppermint,Loose Tea,February,2,7,6,Saturday
27237,1899-12-30 07:28:16,2,2,4,2023,February,18,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27238,1899-12-30 07:29:36,1,3,3,2023,February,18,47,Hell's Kitchen,8,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27239,1899-12-30 07:29:36,1,3,3,2023,February,18,69,Hell's Kitchen,8,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,7,6,Saturday
27240,1899-12-30 07:29:48,1,2,2,2023,February,18,34,Hell's Kitchen,8,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,7,6,Saturday
27241,1899-12-30 07:32:12,1,4,4,2023,February,18,41,Lower Manhattan,5,Large,Barista Espresso,Cappuccino,Coffee,February,2,7,6,Saturday
27242,1899-12-30 07:32:12,2,1,2,2023,February,18,84,Lower Manhattan,5,Not Defined,Regular syrup,Chocolate syrup,Flavours,February,2,7,6,Saturday
27243,1899-12-30 07:32:25,1,2,2,2023,February,18,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,7,6,Saturday
27244,1899-12-30 07:35:03,2,2,4,2023,February,18,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27245,1899-12-30 07:37:19,1,2,2,2023,February,18,42,Hell's Kitchen,8,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,7,6,Saturday
27246,1899-12-30 07:37:19,1,3,3,2023,February,18,70,Hell's Kitchen,8,Not Defined,Scone,Cranberry Scone,Bakery,February,2,7,6,Saturday
27247,1899-12-30 07:37:22,1,4,4,2023,February,18,59,Hell's Kitchen,8,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,7,6,Saturday
27248,1899-12-30 07:37:59,1,2,2,2023,February,18,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,7,6,Saturday
27249,1899-12-30 07:37:59,1,4,4,2023,February,18,71,Hell's Kitchen,8,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,7,6,Saturday
27250,1899-12-30 07:38:27,2,4,9,2023,February,18,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,7,6,Saturday
27251,1899-12-30 07:39:01,2,3,6,2023,February,18,49,Astoria,3,Large,Brewed Black tea,English Breakfast,Tea,February,2,7,6,Saturday
27252,1899-12-30 07:39:38,1,2,2,2023,February,18,48,Lower Manhattan,5,Regular,Brewed Black tea,English Breakfast,Tea,February,2,7,6,Saturday
27253,1899-12-30 07:39:38,1,4,4,2023,February,18,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,February,2,7,6,Saturday
27254,1899-12-30 07:39:43,1,4,4,2023,February,18,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,February,2,7,6,Saturday
27255,1899-12-30 07:40:30,2,4,8,2023,February,18,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,February,2,7,6,Saturday
27256,1899-12-30 07:40:30,1,1,1,2023,February,18,84,Astoria,3,Not Defined,Regular syrup,Chocolate syrup,Flavours,February,2,7,6,Saturday
27257,1899-12-30 07:40:30,1,3,3,2023,February,18,70,Astoria,3,Not Defined,Scone,Cranberry Scone,Bakery,February,2,7,6,Saturday
27258,1899-12-30 07:40:56,2,4,8,2023,February,18,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,7,6,Saturday
27259,1899-12-30 07:41:04,1,2,2,2023,February,18,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27260,1899-12-30 07:41:37,2,5,10,2023,February,18,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,7,6,Saturday
27261,1899-12-30 07:41:48,2,4,9,2023,February,18,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,7,6,Saturday
27262,1899-12-30 07:42:14,2,4,7,2023,February,18,27,Hell's Kitchen,8,Large,Organic brewed coffee,Brazilian,Coffee,February,2,7,6,Saturday
27263,1899-12-30 07:42:19,2,3,6,2023,February,18,32,Lower Manhattan,5,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27264,1899-12-30 07:43:32,1,2,2,2023,February,18,22,Lower Manhattan,5,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,7,6,Saturday
27265,1899-12-30 07:43:58,1,2,2,2023,February,18,22,Lower Manhattan,5,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,7,6,Saturday
27266,1899-12-30 07:44:38,2,2,5,2023,February,18,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,7,6,Saturday
27267,1899-12-30 07:44:38,1,4,4,2023,February,18,78,Astoria,3,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,7,6,Saturday
27268,1899-12-30 07:44:42,1,4,4,2023,February,18,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,7,6,Saturday
27269,1899-12-30 07:47:14,2,4,8,2023,February,18,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,February,2,7,6,Saturday
27270,1899-12-30 07:47:14,1,1,1,2023,February,18,64,Astoria,3,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,7,6,Saturday
27271,1899-12-30 07:47:31,1,2,2,2023,February,18,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,7,6,Saturday
27272,1899-12-30 07:52:00,2,4,8,2023,February,18,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,7,6,Saturday
27273,1899-12-30 07:52:00,1,4,4,2023,February,18,73,Astoria,3,Not Defined,Pastry,Almond Croissant,Bakery,February,2,7,6,Saturday
27274,1899-12-30 07:52:05,2,3,6,2023,February,18,30,Lower Manhattan,5,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,7,6,Saturday
27275,1899-12-30 07:52:22,2,3,6,2023,February,18,53,Lower Manhattan,5,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,7,6,Saturday
27276,1899-12-30 07:52:46,1,2,2,2023,February,18,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,7,6,Saturday
27277,1899-12-30 07:52:46,1,9,9,2023,February,18,12,Astoria,3,Not Defined,Herbal tea,Peppermint,Loose Tea,February,2,7,6,Saturday
27278,1899-12-30 07:53:30,1,2,2,2023,February,18,28,Lower Manhattan,5,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,7,6,Saturday
27279,1899-12-30 07:53:50,2,2,5,2023,February,18,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27280,1899-12-30 07:54:04,2,2,5,2023,February,18,34,Hell's Kitchen,8,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,7,6,Saturday
27281,1899-12-30 07:54:05,2,3,6,2023,February,18,37,Astoria,3,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,7,6,Saturday
27282,1899-12-30 07:54:05,2,1,2,2023,February,18,84,Astoria,3,Not Defined,Regular syrup,Chocolate syrup,Flavours,February,2,7,6,Saturday
27283,1899-12-30 07:54:08,2,2,5,2023,February,18,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,7,6,Saturday
27284,1899-12-30 07:54:57,1,2,2,2023,February,18,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,7,6,Saturday
27285,1899-12-30 07:54:57,1,4,4,2023,February,18,76,Astoria,3,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,7,6,Saturday
27286,1899-12-30 07:54:58,2,2,5,2023,February,18,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,7,6,Saturday
27287,1899-12-30 07:57:31,2,4,7,2023,February,18,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27288,1899-12-30 07:57:31,1,3,3,2023,February,18,70,Hell's Kitchen,8,Not Defined,Scone,Cranberry Scone,Bakery,February,2,7,6,Saturday
27289,1899-12-30 07:57:48,2,4,8,2023,February,18,60,Lower Manhattan,5,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,7,6,Saturday
27290,1899-12-30 07:57:48,1,3,3,2023,February,18,69,Lower Manhattan,5,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,7,6,Saturday
27291,1899-12-30 07:58:08,2,3,5,2023,February,18,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,7,6,Saturday
27292,1899-12-30 07:58:39,2,3,6,2023,February,18,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,7,6,Saturday
27293,1899-12-30 07:58:48,2,2,5,2023,February,18,44,Hell's Kitchen,8,Regular,Brewed herbal tea,Peppermint,Tea,February,2,7,6,Saturday
27294,1899-12-30 07:58:48,1,4,4,2023,February,18,75,Hell's Kitchen,8,Not Defined,Pastry,Croissant,Bakery,February,2,7,6,Saturday
27295,1899-12-30 07:59:27,1,4,4,2023,February,18,39,Lower Manhattan,5,Regular,Barista Espresso,Latte,Coffee,February,2,7,6,Saturday
27296,1899-12-30 07:59:27,1,1,1,2023,February,18,64,Lower Manhattan,5,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,7,6,Saturday
27297,1899-12-30 08:00:51,1,2,2,2023,February,18,29,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,8,6,Saturday
27298,1899-12-30 08:00:51,1,15,15,2023,February,18,5,Hell's Kitchen,8,Not Defined,Gourmet Beans,Columbian Medium Roast,Coffee beans,February,2,8,6,Saturday
27299,1899-12-30 08:01:19,1,3,3,2023,February,18,53,Hell's Kitchen,8,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,8,6,Saturday
27300,1899-12-30 08:01:19,1,4,4,2023,February,18,76,Hell's Kitchen,8,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,8,6,Saturday
27301,1899-12-30 08:01:48,1,2,2,2023,February,18,46,Hell's Kitchen,8,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,8,6,Saturday
27302,1899-12-30 08:01:48,1,14,14,2023,February,18,83,Hell's Kitchen,8,Not Defined,Housewares,I Need My Bean! Latte cup,Branded,February,2,8,6,Saturday
27303,1899-12-30 08:02:31,2,4,8,2023,February,18,38,Hell's Kitchen,8,Not Defined,Barista Espresso,Latte,Coffee,February,2,8,6,Saturday
27304,1899-12-30 08:02:31,2,1,2,2023,February,18,84,Hell's Kitchen,8,Not Defined,Regular syrup,Chocolate syrup,Flavours,February,2,8,6,Saturday
27305,1899-12-30 08:04:30,1,4,4,2023,February,18,40,Hell's Kitchen,8,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,8,6,Saturday
27306,1899-12-30 08:04:30,2,1,2,2023,February,18,63,Hell's Kitchen,8,Not Defined,Regular syrup,Carmel syrup,Flavours,February,2,8,6,Saturday
27307,1899-12-30 08:06:10,1,2,2,2023,February,18,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,February,2,8,6,Saturday
27308,1899-12-30 08:06:10,1,3,3,2023,February,18,77,Hell's Kitchen,8,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,8,6,Saturday
27309,1899-12-30 08:07:20,2,3,6,2023,February,18,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,8,6,Saturday
27310,1899-12-30 08:07:47,2,2,4,2023,February,18,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,8,6,Saturday
27311,1899-12-30 08:07:54,2,3,6,2023,February,18,26,Astoria,3,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,8,6,Saturday
27312,1899-12-30 08:10:24,2,2,5,2023,February,18,52,Hell's Kitchen,8,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,8,6,Saturday
27313,1899-12-30 08:10:24,1,20,20,2023,February,18,7,Hell's Kitchen,8,Not Defined,Premium Beans,Jamacian Coffee River,Coffee beans,February,2,8,6,Saturday
27314,1899-12-30 08:11:13,1,2,2,2023,February,18,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,8,6,Saturday
27315,1899-12-30 08:11:13,1,3,3,2023,February,18,70,Astoria,3,Not Defined,Scone,Cranberry Scone,Bakery,February,2,8,6,Saturday
27316,1899-12-30 08:11:22,2,4,9,2023,February,18,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,8,6,Saturday
27317,1899-12-30 08:11:54,1,3,3,2023,February,18,32,Astoria,3,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,6,Saturday
27318,1899-12-30 08:11:54,1,4,4,2023,February,18,74,Astoria,3,Not Defined,Biscotti,Ginger Biscotti,Bakery,February,2,8,6,Saturday
27319,1899-12-30 08:13:53,1,5,5,2023,February,18,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,8,6,Saturday
27320,1899-12-30 08:14:03,2,4,9,2023,February,18,59,Hell's Kitchen,8,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,8,6,Saturday
27321,1899-12-30 08:14:05,2,4,7,2023,February,18,27,Astoria,3,Large,Organic brewed coffee,Brazilian,Coffee,February,2,8,6,Saturday
27322,1899-12-30 08:15:16,2,3,6,2023,February,18,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,8,6,Saturday
27323,1899-12-30 08:15:16,1,4,4,2023,February,18,74,Hell's Kitchen,8,Not Defined,Biscotti,Ginger Biscotti,Bakery,February,2,8,6,Saturday
27324,1899-12-30 08:15:26,1,5,5,2023,February,18,61,Lower Manhattan,5,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,8,6,Saturday
27325,1899-12-30 08:15:34,1,2,2,2023,February,18,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,8,6,Saturday
27326,1899-12-30 08:16:10,1,2,2,2023,February,18,23,Lower Manhattan,5,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,8,6,Saturday
27327,1899-12-30 08:16:36,1,3,3,2023,February,18,32,Astoria,3,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,6,Saturday
27328,1899-12-30 08:16:50,1,2,2,2023,February,18,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,8,6,Saturday
27329,1899-12-30 08:16:50,1,4,4,2023,February,18,76,Lower Manhattan,5,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,8,6,Saturday
27330,1899-12-30 08:18:40,1,3,3,2023,February,18,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,February,2,8,6,Saturday
27331,1899-12-30 08:20:06,1,3,3,2023,February,18,30,Hell's Kitchen,8,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,8,6,Saturday
27332,1899-12-30 08:20:33,2,4,8,2023,February,18,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,February,2,8,6,Saturday
27333,1899-12-30 08:20:33,2,1,2,2023,February,18,64,Astoria,3,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,8,6,Saturday
27334,1899-12-30 08:20:33,1,4,4,2023,February,18,73,Astoria,3,Not Defined,Pastry,Almond Croissant,Bakery,February,2,8,6,Saturday
27335,1899-12-30 08:20:47,2,3,6,2023,February,18,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,8,6,Saturday
27336,1899-12-30 08:20:47,1,3,3,2023,February,18,77,Hell's Kitchen,8,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,8,6,Saturday
27337,1899-12-30 08:23:16,1,3,3,2023,February,18,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,February,2,8,6,Saturday
27338,1899-12-30 08:26:06,2,3,6,2023,February,18,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,February,2,8,6,Saturday
27339,1899-12-30 08:26:36,2,2,5,2023,February,18,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,8,6,Saturday
27340,1899-12-30 08:28:32,2,4,8,2023,February,18,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,8,6,Saturday
27341,1899-12-30 08:28:32,1,9,9,2023,February,18,11,Hell's Kitchen,8,Not Defined,Herbal tea,Lemon Grass,Loose Tea,February,2,8,6,Saturday
27342,1899-12-30 08:29:18,2,4,8,2023,February,18,40,Astoria,3,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,8,6,Saturday
27343,1899-12-30 08:29:36,2,2,5,2023,February,18,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,8,6,Saturday
27344,1899-12-30 08:29:36,1,3,3,2023,February,18,77,Hell's Kitchen,8,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,8,6,Saturday
27345,1899-12-30 08:30:52,2,4,7,2023,February,18,33,Lower Manhattan,5,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,6,Saturday
27346,1899-12-30 08:32:09,2,4,9,2023,February,18,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,8,6,Saturday
27347,1899-12-30 08:32:09,1,3,3,2023,February,18,72,Astoria,3,Not Defined,Scone,Ginger Scone,Bakery,February,2,8,6,Saturday
27348,1899-12-30 08:34:22,1,2,2,2023,February,18,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,8,6,Saturday
27349,1899-12-30 08:34:22,1,4,4,2023,February,18,71,Astoria,3,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,8,6,Saturday
27350,1899-12-30 08:35:46,1,4,4,2023,February,18,27,Astoria,3,Large,Organic brewed coffee,Brazilian,Coffee,February,2,8,6,Saturday
27351,1899-12-30 08:36:03,1,3,3,2023,February,18,43,Hell's Kitchen,8,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,8,6,Saturday
27352,1899-12-30 08:36:12,2,4,8,2023,February,18,41,Astoria,3,Large,Barista Espresso,Cappuccino,Coffee,February,2,8,6,Saturday
27353,1899-12-30 08:36:12,1,1,1,2023,February,18,64,Astoria,3,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,8,6,Saturday
27354,1899-12-30 08:37:19,1,3,3,2023,February,18,49,Lower Manhattan,5,Large,Brewed Black tea,English Breakfast,Tea,February,2,8,6,Saturday
27355,1899-12-30 08:37:33,1,2,2,2023,February,18,25,Astoria,3,Small,Organic brewed coffee,Brazilian,Coffee,February,2,8,6,Saturday
27356,1899-12-30 08:41:11,1,4,4,2023,February,18,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,8,6,Saturday
27357,1899-12-30 08:42:59,1,3,3,2023,February,18,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,6,Saturday
27358,1899-12-30 08:45:02,1,2,2,2023,February,18,44,Hell's Kitchen,8,Regular,Brewed herbal tea,Peppermint,Tea,February,2,8,6,Saturday
27359,1899-12-30 08:45:02,1,4,4,2023,February,18,76,Hell's Kitchen,8,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,8,6,Saturday
27360,1899-12-30 08:46:10,2,3,6,2023,February,18,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,February,2,8,6,Saturday
27361,1899-12-30 08:46:44,1,4,4,2023,February,18,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,February,2,8,6,Saturday
27362,1899-12-30 08:46:44,1,3,3,2023,February,18,77,Lower Manhattan,5,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,8,6,Saturday
27363,1899-12-30 08:48:07,2,4,7,2023,February,18,58,Hell's Kitchen,8,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,8,6,Saturday
27364,1899-12-30 08:49:24,2,2,4,2023,February,18,31,Hell's Kitchen,8,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,6,Saturday
27365,1899-12-30 08:50:53,2,2,5,2023,February,18,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,February,2,8,6,Saturday
27366,1899-12-30 08:50:53,1,4,4,2023,February,18,74,Astoria,3,Not Defined,Biscotti,Ginger Biscotti,Bakery,February,2,8,6,Saturday
27367,1899-12-30 08:51:41,2,2,5,2023,February,18,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,8,6,Saturday
27368,1899-12-30 08:51:41,1,3,3,2023,February,18,77,Lower Manhattan,5,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,8,6,Saturday
27369,1899-12-30 08:55:01,2,3,6,2023,February,18,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,8,6,Saturday
27370,1899-12-30 08:55:24,1,4,4,2023,February,18,38,Lower Manhattan,5,Not Defined,Barista Espresso,Latte,Coffee,February,2,8,6,Saturday
27371,1899-12-30 08:55:24,1,1,1,2023,February,18,64,Lower Manhattan,5,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,8,6,Saturday
27372,1899-12-30 08:55:24,1,18,18,2023,February,18,2,Lower Manhattan,5,Not Defined,House blend Beans,Our Old Time Diner Blend,Coffee beans,February,2,8,6,Saturday
27373,1899-12-30 08:57:02,1,4,4,2023,February,18,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,8,6,Saturday
27374,1899-12-30 08:57:34,2,3,6,2023,February,18,51,Lower Manhattan,5,Large,Brewed Black tea,Earl Grey,Tea,February,2,8,6,Saturday
27375,1899-12-30 08:57:39,1,3,3,2023,February,18,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,8,6,Saturday
27376,1899-12-30 08:59:27,1,2,2,2023,February,18,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,8,6,Saturday
27377,1899-12-30 09:01:49,2,2,4,2023,February,18,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,9,6,Saturday
27378,1899-12-30 09:01:49,1,15,15,2023,February,18,3,Hell's Kitchen,8,Not Defined,Espresso Beans,Espresso Roast,Coffee beans,February,2,9,6,Saturday
27379,1899-12-30 09:02:37,1,2,2,2023,February,18,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,February,2,9,6,Saturday
27380,1899-12-30 09:06:43,2,4,8,2023,February,18,40,Astoria,3,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,9,6,Saturday
27381,1899-12-30 09:06:43,1,1,1,2023,February,18,65,Astoria,3,Not Defined,Sugar free syrup,Sugar Free Vanilla syrup,Flavours,February,2,9,6,Saturday
27382,1899-12-30 09:06:48,2,4,7,2023,February,18,33,Astoria,3,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,9,6,Saturday
27383,1899-12-30 09:06:48,1,3,3,2023,February,18,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,9,6,Saturday
